Ticker,Description,Total Shares Outstanding,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Total Revenue (FY),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),EBITDA (TTM),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Income (FY),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Total Debt (MRQ),Market Capitalization,Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Sector
SCWO,374Water Inc.,132667000,-93.77846375,6169.27442827,3015521,-12.42357464,-67218.68292683,-1375933,-45.62836737,-5.99888629,-68.89016966,-6036540,-157.7217005,0.7751938,-9.79228487,-0.037,-0.62389391,-48.20056702,-4689967,-155.52758545,-20.11224755,20.24449486,,,0,181753939.45454547,46.68307291,-176.50232881,-168.91144184,8.55537843,9.3369428,10.95058832,,-37.54558341,-40.03130641,-40.03130641,31.959572,Industrial Services
CLSK,"CleanSpark, Inc.",152643000,6.99713252,234.77764523,131524444.99999999,30.2765237,-91.56085624,325754.99999998,0.24767639,164.93554328,1824.93901827,-10724550,-12.59539624,46.0331299,-81.16213683,-1.3531,22.97399783,-162.82013441,-57326354,-30.48056428,42.57105313,22.81051936,-20.19790207,1345.88058301,18791000,609810097.5059953,-19.11941541,,9.10599547,6.68348045,8.27696559,8.6824026,-0.125197,-19.53734605,-21.19808564,-20.65956014,1.38059861,Technology Services
SLQT,"SelectQuote, Inc.",167731000,-25.92535688,31.25509623,1002848000,,,,,,,,1.15501053,-619.92753623,80.56903397,-0.3524,-616.38601036,80.32160912,-58544000,-5.83777402,-4.11644186,12.71363307,0.38339929,-1.78024975,731800000,210502533.3740458,-108.76200274,95.75912998,-1.51378873,6.4516129,8.7843322,6.18087455,-0.27,-3.94803569,-15.86397046,-5.41275192,,Finance
SNDR,"Schneider National, Inc.",93908600,-5.75348219,17.75277694,6604400000,-11.6356383,21.11618318,822500000,12.45381867,-4.55426357,13.44966762,872100000,9.17115862,-20.74195906,12.48572182,2.5604,-20.91836735,12.92550567,457800000,6.93174247,9.59447583,-0.39143758,0.69897484,-20.42175361,216100000,4722477581.480618,-2027.27272727,538.43137255,2.46502332,4.50112528,2.24341514,2.76556716,0.372757,9.48439823,14.76616058,13.88879511,2.04022892,Transportation
LGND,Ligand Pharmaceuticals Incorporated,17355300,-40.04865959,-18.75393303,196245000,-48.31163167,-17.98431896,119145000,60.71237484,-68.33669864,-47.7348775,35419000,6.54131315,-94.46420155,-159.69635689,-1.9778,-94.54099025,-158.38671287,-33361000,-2.65943081,-41.22426961,-6.53095394,-86.83860346,-72.95012732,11671000,933712825.5270656,-100.90378639,71.23377643,61.11085633,4.63946339,2.99347568,4.10904905,0.61,3.46425221,4.33107492,4.22151599,8.50023819,Health Technology
TRU,TransUnion,193300000,2.94586834,25.32599149,3709900000,-2.73831583,23.64915808,1968000000,53.04725195,8.42142354,17.45890275,1196300000,17.98161676,2.39587173,-35.40354894,1.3542,2.47148289,-35.31883342,261700000,6.80072239,-7.66679858,0.54829587,-1.80445849,-11.00039857,5594200000,12409859574.682184,1167.88990826,-100.17120356,-0.0269549,4.45760599,2.75131665,3.68467257,0.945153,1.82962374,5.11874293,2.17539777,1.51437119,Commercial Services
APPN,Appian Corporation,41619300,-5.56069065,26.73787233,467991000,-8.67045455,26.19852519,327388000,69.95604616,-9.6586077,-76.1846886,-143700000,-30.98563861,-14.74079937,-66.92578939,-2.0829,-15.00448017,-70.25981205,-150920000,-32.24848341,17.77831955,-5.03428875,1.47586001,223.45238514,278260000,3062146018.8060384,46.27956288,-87.44635891,-24.64085848,4.64837953,4.08715876,3.67846003,-0.257589,-29.13108777,-110.32650547,-58.82076308,1.24932067,Technology Services
CUZ,Cousins Properties Incorporated,151774000,0.78528866,0.95580162,762290000,2.25971407,0.61645305,206308000,27.06424064,4.96387313,2.11356686,493749000,23.06930433,1.70998632,-40.69680453,1.1098,1.91475942,-21.16005464,166793000,21.88051791,3.076873,0.16899711,-0.88260257,3.66469436,2529474000,3009687830,,,5.21192722,4.58860759,3.27602929,3.24786507,0.120879,1.99752816,3.25391969,2.11632022,,Finance
HWC,Hancock Whitney Corporation,86125500,-27.24069841,10.03498772,1467124000,,,,,,,,44.93117146,-16.22582796,14.57347107,5.9781,-16.15509994,13.73939892,516469000.00000006,35.20281858,-3.6509148,0.24344833,,9.76734798,,3014392699.233717,,44.31027732,51.2461796,6.63615561,3.50312438,4.05705496,1.213002,1.35851637,14.40886563,,,Finance
VLY,Valley National Bancorp,507635000,9.58855919,46.02300883,2186458000,,,,,,,,32.95846524,-5.14469453,1.28923268,1.1392,-5.11153114,20.05128313,568851000,26.01701016,32.28630727,-4.05208724,-55.55219855,-13.29063661,4010338000,4152451865.156909,,84.03703985,55.44785219,4.52876377,3.57227202,3.60346765,0.259109,1.1043692,10.0362462,7.38600269,,Finance
LII,"Lennox International, Inc.",35514400,34.49590242,12.50089411,4718400000,48.91518738,7.73513286,1277200000,27.0684978,87.20409469,10.4552352,801700000,13.77585622,121.63251962,12.22147689,13.8855,121.63265306,7.13362069,497100000,10.53535097,17.33788699,7.61261912,-4.70196224,21.72370618,1801800000,12873242325.986103,,-51.1627907,4.22812818,5.02251553,2.97198582,3.22216714,4.721761,19.55569739,,44.6594866,0.55732246,Producer Manufacturing
TWO,Two Harbors Investment Corp,96166200,1844.83240223,,12606000,,64.42950091,-81513000,-646.62065683,,143.03056808,557510000,4623.56814215,,12.49276704,1.9441,,28.39387482,240388000,1906.93320641,11.15916266,0.50004695,1.18440588,16.89596889,11189689000,1149185965,96700,47.1988855,4945.28002538,4.64098074,2.7100759,2.79813422,0.477505,0.34723913,2.05016009,1.16124169,,Finance
SGBX,Safe & Green Holdings Corp.,16016100,-7.39252916,-36.37750875,24393946,-198.48083796,-244.76165627,-2735299,-11.21302392,-82.6760666,-24.13613204,-14203300,-29.63837831,-48.46796657,46.20225882,-0.624,-57.85249926,23.20411378,-8319048,-34.10292045,-23.96155563,-2.02665363,12.47008875,94.92373624,11323150,7367409.9937539,10.05401474,-52.90422632,-34.3964441,18.68027534,18.98310114,10.53857071,-0.16871,-50.86829215,-104.19571499,-85.29471015,0.56288147,Producer Manufacturing
CRMD,CorMedix Inc.,54812000,,-65.7434952,65408,-2.63525129,-640.82043032,-147364,-225.29965753,-7.16729244,-3.94513981,-37965890,-46819.91193738,-3.67125574,1.53538051,-0.7375,-6.68474394,-5.28701542,-29701705,-45409.89634295,-10.01850648,-3.71558846,-4.30591251,-13.13789442,736855,180057562.70116618,17.64224579,-8.82539321,-37387.96477495,4.87804878,4.67669187,5.25141462,-0.21,-59.14950017,-66.6189481,-65.82800268,7.39435947,Health Technology
WSO,"Watsco, Inc.",33558400,29.17780453,15.82996189,7274344000,25.9597158,21.88680649,1998606000,27.47472487,58.2754292,32.01683652,816206000,11.13260522,56.12800566,42.9829527,15.4077,56.66527046,44.05091283,549802000,7.55809733,12.85087669,7.95653018,28.52489943,5.63002753,694902000,14467540046.374817,7.75953101,65.48753394,7.37265106,4.54348415,2.93489102,3.18861027,4.272893,13.56740829,27.65141459,21.84612026,1.24818018,Producer Manufacturing
OUT,OUTFRONT Media Inc.,165043000,18.44365841,21.05335064,1772100000,53.02013423,32.68801191,712800000,40.22346369,114.25925926,40.08199306,432000000,16.2462615,-1441.93548387,1536.06237817,0.8393,-1557.09342561,315.4494382,147900000,8.34603013,1.10216551,-7.51361823,0.92653571,2.34665371,4444300000,1599263932,,557.2,9.27148581,4.75675676,4.30126317,5.43081244,0.133345,-7.09532053,-39.30412992,-8.03515132,,Finance
POOL,Pool Corporation,39052000,53.91142003,16.69585451,6179727000,53.5565442,19.5610392,1933412000,31.28636589,116.52007869,23.84059234,883377000,16.60895376,128.83654256,17.1144933,18.6985,128.40209192,15.16440431,744311000,12.04439937,10.3805697,-4.71804473,-10.69125567,16.32227397,1468902000,13172620530.865282,195.49713008,59.9651237,7.14004033,5.22881632,2.87471839,3.24627325,3.496332,15.5101009,44.10598343,20.40945704,0.91244331,Distribution Services
GNLN,"Greenlane Holdings, Inc.",2656210,-18.08923578,-17.44851259,137085000,-38.95822029,-39.48466703,-15374000,-11.21493964,-0.30552604,-10.8160309,-35831000,-45.11945144,-932.96220793,3.01024722,-153.7113,-3.32548558,-278.51093745,-115760000,-84.44395813,-48.90160832,-11.92328109,-33.3539823,-37.54101464,7531000,1526259.22366667,54.83304042,30.00239636,-21.30794762,10.50692861,9.51023532,9.86965175,-2.669,-57.5293171,-90.24288298,-86.93825152,0.41466179,Distribution Services
RCL,Royal Caribbean Cruises Ltd.,256173000,22.10758138,477.00865395,8840540000,65.14088549,,641239000.0000011,7.25339176,81.1847886,,2762926000,-10.52045463,,59.5301236,-8.4544,,59.0160173,-2155962000,-24.38722069,4.70577622,0.16081599,-4.6700598,10.60187274,21018370000,21220121133.636528,-43.77132001,45.75299591,-25.20441059,4.54435581,3.2201012,3.06627329,3.468316,-0.16865522,-1.66782367,-0.25460965,0.18133283,Consumer Services
KREF,KKR Real Estate Finance Trust Inc.,69106100,5.43727419,52.75194043,436507000,6.71402712,55.82306109,399080000,91.42579615,6.92212695,57.71056244,529424999.99999994,61.64643408,16.37138372,-89.71751412,0.2275,19.76926699,-73.23070859,36675000,8.40192712,16.39628245,-3.38731526,-3.326603,16.41896298,6083566000,781589611,-14.80004804,13.08727252,32.33052391,4.81927711,3.09994394,3.18016212,0.044325,-0.90188159,-4.40644351,-0.95402814,,Finance
DOMO,"Domo, Inc.",32819200.00000001,0.26932467,19.64793128,308645000,-0.50436183,23.72487718,235467000,76.29056035,53.31302361,-0.75126488,-54813000,-28.79456981,35.36374134,2.91009439,-3.0961,34.1556366,-3.36888288,-105551000,-34.19818886,-1.0110839,-3.23463662,0.33388463,3.70337564,129217000.00000001,316803448.48689204,7.12423979,-313.50471852,-4.11702765,4.6803653,4.02037854,4.13017426,-0.122,-38.52045145,,,0.55339464,Technology Services
LQDA,Liquidia Corporation,64741100,6.52125529,2.75737999,15935000,7.79881322,36.61658961,11318000,71.0260433,-159.09144128,-24.56052091,-44186000,-243.30090995,-99.88986784,3.34722023,-0.6728,-100.22988506,-18.61366008,-41015000,-257.38939441,36.46965318,-5.68173004,-5.74443142,52.14335993,4020000,378735422.5531914,35.1027994,15.15376718,-178.25541261,4.44444444,4.00306209,3.45794488,-0.215086,-39.04188676,-62.52856897,-53.75169667,4.76491408,Health Technology
MSM,"MSC Industrial Direct Company, Inc.",57240500,9.6535889,13.83404292,3691893000,8.12765475,16.85267882,1558248000,42.20729041,15.0746194,31.28622685,707544000,12.87312498,19.93348429,56.78450438,6.0627,20.26787971,56.65054609,339786000,9.20357118,10.85647908,0.08809822,-14.5724471,2.91282333,525769000,5753820069.245071,-60.34551615,-1.01505676,5.47028313,5.09436781,1.90999398,2.45602778,1.622337,13.98232451,25.83233557,20.07058302,0.8622905,Distribution Services
PACK,Ranpak Holdings Corp,79568500,0.86206897,-14.95181037,326500000,13.33333333,-40.73748903,67500000,20.67381317,185.13513514,-69.11421911,43500000,-13.01684533,83.11258278,-1320.2247191,-0.5056,83.06451613,-1378.57142857,-41400000,-12.67993874,-6.58480303,-0.92238079,-0.07171886,-2.22984563,418000000,313102165.2627737,-4.65116279,-21750,-13.38437979,11.38211382,5.85077492,7.40823996,-0.063333,-2.64929425,-5.04507485,-3.02955053,2.37959184,Process Industries
AREB,"American Rebel Holdings, Inc.",4272290,-16.61770896,756.26037417,8449800,-58.10740837,1005.11420437,1890331,22.37131056,-699.30839359,-51.55692605,-4187800,-59.92196265,-159.30787589,80.27293729,-23.9092,-159.93878135,-17.12114425,-7143153,-84.53635589,1609.74376393,11.63974926,8.19887459,-33.89331598,4475403,2178441.0022531,53.60527156,-707.81987167,-81.0554096,6.98087162,10.00235308,8.04529954,,-30.76303072,-46.12377268,-44.68242464,0.76830237,Consumer Non-Durables
HIW,"Highwoods Properties, Inc.",105676000,-2.6046385,9.6184069,839791000,-13.9058216,7.64039971,286965000,34.17100207,-2.29063656,9.93713135,541308000,29.13808317,-3.65121307,-50.02851679,1.4895,-3.45517939,-48.28340763,159058000,18.94018869,6.46583103,-0.69706605,-2.04272298,13.86992231,3220992000,2131477438,314.01551891,-17.56850484,26.74772652,4.50777202,3.32060191,3.26642091,0.213333,2.63736639,6.21211039,2.8017774,,Finance
CENX,Century Aluminum Company,92384900,4.18175235,25.52768362,2777300000,-66.875,-62.26870475,46900000.0000002,1.68869045,-65.58891455,-44.31741762,9300000,0.33845821,,91.67116485,-0.1543,,91.56193896,-14100000,-0.50768732,-8.96722325,24.88742763,6.45937442,15.70317427,575200000,601425536.25,-65.51724138,59.10629655,-2.17477406,6.00155885,5.20042616,5.67995957,-0.147267,-6.20592384,-24.27514967,-12.41892866,0.32996163,Non-Energy Minerals
MTRX,Matrix Service Company,27209800,10.14419861,12.32586397,795020000,232.54129894,,30820000,3.87663203,,55.75295477,-23735000,-4.70793188,97.35720375,18.83027235,-1.9402,97.351411,18.05790297,-52361000,-6.58612362,-9.14011792,-5.97327837,-14.54321107,-13.04315714,35321000,335769397.2629945,-69.63114507,,0.15571935,7.7057067,6.43424911,5.18718881,-0.076667,-12.44768494,-25.59251204,-22.05816065,1.35878103,Industrial Services
OZK,Bank OZK,115080000,13.41054461,16.32277172,1380571000,,,,,,,,52.36253695,4.00651235,1.54913812,4.5362,1.21483225,-2.56648952,564141000,40.86287485,4.24470316,6.18097233,7.5605758,-12.10908467,1573480000,4129074247.431164,-35.52923239,42.88954759,52.65516949,4.54672245,2.98745529,3.35404666,1.42151,2.24795827,13.53114842,10.65084484,,Finance
NTST,NetSTREIT Corp.,66992999.99999999,7.32521669,63.312811,96820000,15.95533264,53.01290294,34509000,35.64242925,11.21418563,71.89649266,80061000,15.09708738,-151.58730159,99.87714988,0.1627,-153.73641304,166.48063033,8117000,8.38359843,50.28363756,7.39691111,1.41958516,98.94964926,519320000.00000006,1003736884,-78.74411812,149.18894009,27.92501549,4.64461647,2.54744382,2.78683905,0.045,0.31238131,0.4647132,0.31824757,,Finance
OSK,Oshkosh Corporation (Holding Company),65301100.00000001,6.39301618,7.03992349,8282000000,27.4022431,-12.52172599,1157600000,13.97730017,56.74556213,-25.97241593,745400000,4.60516783,98.23713181,-61.50129574,2.6295,97.74011299,-63.21133912,173900000,2.09973436,12.15102444,1.61563337,0,-18.12944114,597300000,6042309755.846162,-336.17021277,-70.94325985,3.88312002,4.71238219,2.38659648,2.84106311,2.189643,5.33943452,12.68449743,10.65941573,1.02837055,Consumer Durables
W,Wayfair Inc.,90261300,14.31146359,-10.86956522,12218000000,23.15202232,-12.29781772,3416000000,27.95874939,76.36363636,-492.91666667,-681000000,-10.75462432,87.27419205,-896.87202286,-12.5566,87.04225352,-916.03053435,-1331000000,-10.8937633,-21.66301969,5.29265255,23.24594257,2.49136655,4936000000,5235279772.463429,,-970.76923077,-9.26501882,7.35093309,5.88122371,6.10542264,-0.479213,-27.67379679,,-64.36567164,0.85967579,Retail Trade
EYEN,"Eyenovia, Inc.",42410400,,-100,0,-37.65137596,-102.52437977,-307430,,-8.13123241,-109.77636231,-23392460,,-6.38852673,-71.48743304,-0.8324,-8.3022062,-119.20729901,-28011157,,-1.96671992,0.12765493,46.9727523,41.8886311,16194203,56829991.51428572,23.63441031,-13.67006106,,4.47761194,6.15942014,6.02850812,-0.171464,-78.17234808,-148.75840411,-103.84879963,4.84681328,Health Technology
FFWM,First Foundation Inc.,56443800,5.85683735,42.32082878,452112000,,,,,,,,33.13404643,-2597.94156707,-18.79202989,1.9563,-2598.68173258,0.91406343,110512000,24.44350073,27.63749136,-5.69638307,-57.48535692,507.86295741,975541000,302538630.17142856,126.4853257,2.92655343,21.33785434,5.9490085,5.99509397,6.76988916,0.04,-1.30704314,-15.59935059,-9.02780964,,Finance
PINS,"Pinterest, Inc.",581878000,17.49872631,8.71003291,2802574000,24.93426463,3.82533959,2127077000.0000005,75.89726444,71.29285732,-112.9459098,-329619000,-3.29258032,83.08295232,-135.39367182,-0.1443,83.24759444,-130.35254931,-96047000,-3.42709952,9.2018688,-10.22386022,2.19991724,-8.73187337,163015000,17956171408.014286,-65.88415525,-40.82105082,15.70763163,4.86891386,3.6634584,3.7641843,0.20561,-8.44600532,-9.99150651,-9.41709815,9.19454856,Technology Services
FORD,"Forward Industries, Inc.",10061200,-4.98050287,8.49620558,42337385,21.29132607,2.93989154,8155031,19.26200921,42.09364304,-112.5676818,-2267670,-2.92808354,38.33718245,-372.90836653,-0.137,38.37244015,-363.12291788,-1378251,-3.25539945,5.4567947,-5.14507418,-4.10061499,-8.59819075,4548995,7395484.01886719,665.05209038,,3.22447879,12.67605634,6.14194841,8.42082315,,-12.34206761,-45.65912035,-25.59426859,1.0550761,Consumer Durables
AMWD,American Woodmark Corporation,16420600,3.56686309,11.25433855,2066199999.9999995,13.34601822,97.77073411,357524000,17.30345562,26.97433288,44.18817465,269998000,6.67297454,26.6851749,,5.6172,25.57645732,,93723000,4.53600813,-6.9646725,0.77897127,-0.67621445,-23.6809277,474576000,1160937739.8226614,17.04473901,,7.42701578,4.72814915,3.23110076,4.04865116,2.065714,7.01973626,13.21984726,8.2218134,1.29099953,Producer Manufacturing
SMCI,"Super Micro Computer, Inc.",52906000,70.25386193,37.09288449,7123482000,64.20641547,60.37629953,1283012000,18.01102326,118.63417982,115.35826944,796046000,10.6849712,124.40062885,114.9905052,11.4347,125.48400624,124.4323422,639998000,8.98434221,14.57843935,15.39135452,40.23031814,-53.2196518,290302000,15116286987.935953,-109.20539478,,8.79888515,6.06835785,5.73852947,7.28287675,3.2733,18.5526994,37.67375603,34.76324796,1.26130977,Electronic Technology
PALT,"Paltalk, Inc.",9222160,15.28792516,-17.20905519,10989545,27.02084504,-26.39449897,7495112,68.20220491,92.44147745,-268.43892714,-2075940,-33.28206946,,-308.72641509,-0.354,,-357.70217792,-3412250,-31.04996613,-11.45593368,0.52657615,-14.75643667,-33.53361922,118330,16416362.61360215,75.86644915,-333.64784347,-26.90484456,7.86516854,6.2919136,5.26287825,-0.02,-8.24890133,-9.83675611,-9.80233795,4.7129242,Technology Services
DSKE,"Daseke, Inc.",45853000,1.87593797,13.90673176,1773300000,18.14345992,7.14285714,258000000,14.54914566,37.16012085,0.48674959,165800000,5.24445948,,-9.81146595,0.7032,1040,-10.35714286,50200000,2.83088028,10.29281278,-2.46284856,-2.82945736,10.40330626,752100000,214587433.6452352,-9.21658986,4.28571429,5.35160435,4.9378742,4.31888852,3.85033019,0.12,2.19855426,13.00607287,3.13147313,1.1969697,Transportation
NKTX,"Nkarta, Inc.",49058200,,,0,-3.87481371,-209.56194065,-6572000,,-7.56119014,-33.30367945,-130370000,,-7.90601683,0.40844371,-2.609,-8.02206718,-32.2532675,-113837000,,72.66623586,-6.35813423,-0.8730037,565.65534955,90497000,147420002.01273885,6.91329342,-87.21899331,,13.3105802,16.05729634,41.4676698,-0.6707,-26.8107248,-33.83647782,-28.00596725,10.77428325,Health Technology
BKNG,Booking Holdings Inc. Common Stock,35692200,44.5738486,55.95911663,17090000000,46.58556815,59.11767545,16483000000,96.44821533,199.67320261,69.85203453,6441000000,28.68929198,398.33359512,171.07398992,76.3507,384.96240602,162.48927039,3058000000,17.89350497,7.27549596,5.36380227,15.16778523,15.71803853,14586000000,101722646238.76913,-41.27097465,145.86645469,36.1966062,4.80054329,2.19853639,2.50938453,67.776507,17.4609704,267.12616122,34.8461749,1.55027642,Consumer Services
COHR,Coherent Corp.,151411000,-2.83366957,55.58328127,5160100000,-8.93687222,11.36210624,1409283000,27.31115676,-4.4319744,26.75826911,907968000,4.01118195,-539.91701245,-302.57525545,-2.9341,-7100.54988217,-210.52100239,-259458000.00000003,-5.02815837,74.77886755,-2.87937099,-2.16138553,83.53122774,4513444000,4923140359.108741,60.04160637,99.96464646,3.83645666,4.97374112,4.54742921,4.69816263,0.121224,-2.40729498,-4.46869701,-2.87713781,1.83515056,Electronic Technology
ERAS,"Erasca, Inc.",151043000,,,0,-6.82326622,-218.57659831,-2641000,,3.08876034,-97.34067422,-244482000,,4.63755065,-93.05326477,-1.9898,4.27121299,-97.78192304,-242805000,,2.69118395,-5.74921611,-0.71828439,193.21483689,57638000,351175266.82098764,4.95573937,-42.92638397,,6.25,8.68866316,9.21143294,-0.229913,-53.24065343,-62.21370016,-56.17861309,13.90395844,Health Technology
IPSC,"Century Therapeutics, Inc.",59765300,-94.24418605,,5199000,-413.33333333,-6.32911392,-4872000,-93.71032891,4.89117716,-25.97867133,-117246000,-2381.82342758,-5.34308211,-30.13030251,-2.267,-6.48349539,-36.63800301,-130931999.99999999,-2518.40738604,11.24184053,-8.56348142,-19.26831143,96.74311196,42016000,92636169.07407407,30.41649247,83.43762758,-429.15945374,6.8627451,6.8630657,6.40025234,-0.514012,-26.74112892,-41.94258517,-37.06051453,8.41709723,Health Technology
SCS,Steelcase Inc.,93647300,13.65873121,16.58672053,3232600000,20.6779661,20.81745302,919300000,28.43840871,96.08938547,82.29885057,216000000,2.12213079,1793.44262295,778.3625731,0.3004,1785.71428571,771.79487179,34000000,1.05178494,-2.57408226,3.43919078,-0.70121951,-1.84793342,651400000,1262663391.1892824,,,0.93732599,4.89573889,3.78342109,2.70619102,0.2275,2.39491691,6.52344932,3.76199616,1.06831666,Producer Manufacturing
PX,"P10, Inc.",43834700,9.11567953,31.77089561,198360000,,,,,40.09336497,2.27257509,67542000,24.71163541,189.79591837,193.88004896,0.2401,191.40495868,218.35622411,29206000,14.72373462,18.99789759,-1.78402192,-4.14279404,34.87615909,292954000,1157515942.9394813,-58.46273292,30.61246472,30.5651341,4.72837022,3.09235264,3.15315551,0.185991,1.71267178,3.17131452,1.96561114,,Finance
WCC,"WESCO International, Inc.",51394200,4.04933085,17.57981002,21420116000,2.69736277,24.73328335,4482308000,20.92569433,5.1425786,46.47873485,1739671000,7.02858472,-2.00287356,95.47129867,15.3271,-2.02942669,84.89563412,860471000,4.01711643,17.38817038,1.27912258,-0.83995312,12.78120962,6091600000,6830033346.596508,,-813.15364751,-0.4125748,5.22727273,3.07404517,4.2285491,3.893143,5.84801898,19.024546,8.28250545,1.39573387,Distribution Services
INAB,"IN8bio, Inc.",31601100,,,0,-7.96610169,-339.44223108,-1103000,,2.57398486,-90.37633662,-28943000,,10.91387245,-74.33991284,-1.3602,-2.52491694,-94.64273528,-28521000,,-21.75117827,20.42304887,2.3878437,143.73443983,5660000,28444190.40784439,32.64908406,-66.41573579,,8.48888889,10.23265571,7.36651713,-0.245,-100.27674365,-125.85853991,-112.82783163,5.14810897,Health Technology
PRLB,"Proto Labs, Inc.",26095400,-2.85557648,0.06146307,488398000,-1.21429634,-3.24485498,215465000,44.11668352,15.13292434,-2.8612408,56217000,5.51742636,-114.61461461,-412.77759364,-3.7746,-114.40391124,-410.02636941,-103462000,-21.18395243,-13.6136604,-1.7896744,-1.90062711,186.84846857,20336000,657865905.5867172,-69.16444584,92.04583274,8.27050889,4.9382716,2.51511429,2.84426796,0.3184,-12.83573693,-14.47907819,-14.42484767,2.57986137,Process Industries
MLYS,"Mineralys Therapeutics, Inc.",40856653,,,0,,,0,,-5.33538626,-68.11214953,,,3.6941024,-102.2739878,-0.7294,3.70399746,-53.53977741,-29799000,,928.69213483,-4.9661429,,,0,365871298.8365384,-59.57729941,-100.70746617,,5.05050505,8.01169888,7.7345222,-0.76,,,,43.4167875,Health Technology
MULN,"Mullen Automotive, Inc.",184169000,,,0,39.56971528,-203.20596029,-3723351,,19.51556013,-340.09972411,-215122740,,4.52753881,67.22819125,-630.837,-168.77496828,-1571.6164345,-739532806,,1662.0881335,39.04067641,-5.39508551,-67.04826574,13232782,63501372.08435071,-41.26488755,-385.50697902,,10.81000596,9.82134155,8.57292707,,-438.05740028,-1009.76028221,-973.86744203,1.27847865,Technology Services
OUST,"Ouster, Inc.",39501600,12.57109692,22.19012449,41029000,-43.32386364,20.29495928,10930000,26.63969388,19.64602676,-44.6184739,-177630000,-354.43954276,47.04028137,-10.96924962,-7.7876,30.76884025,-47.43405582,-138560000,-337.7123498,-16.75809712,-23.75290411,-1.7677229,191.54345006,69907000,174596857.69696966,37.97940944,-53.22501832,-275.13953545,5,5.87833186,6.27276142,-0.923751,-117.38490071,-168.84289292,-138.81533306,3.75731794,Electronic Technology
THRX,"Theseus Pharmaceuticals, Inc.",43603369,,,0,-2.29193119,-21800,-438000,,-3.12689166,-96.2683837,-65454179.99999999,,1.65601395,-86.33786848,-1.3148,-1.50143974,-85.32298228,-50608000,,-11.35062109,-4.12682889,-2.81145215,,3768000,105956179.72440946,46.34896648,-20.09340639,,5.80912863,5.56137903,6.59441196,-0.365,-23.9378517,-24.98628741,-24.64273088,27.82517574,Health Technology
MINDP,"MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock",1378870,-30.47830923,51.8630718,35091000,-43.11183144,190.79464988,11088000,31.5978456,-241.42857143,53.57113904,-2965000,-21.69787125,-105.61105948,29.90092491,-9.1555,-522.5,41.45177328,-8832000,-21.17637001,-21.8039029,1.12276555,1.38747194,-4.6866485,4969000,64117633.99999999,82.42444152,80.66006233,-9.90282409,13.94736842,6.08355955,8.03820835,,-13.18700212,-19.52606233,-18.64705525,0.74342929,Industrial Services
ACM,AECOM,138727000,4.96757753,-1.44421061,13148182000,9.63813165,7.77660023,891874000.0000011,6.78324958,5.17351429,7.04293378,931989000,5.32898769,-277.85308665,88.11684383,2.1767,-275.81544084,79.35213789,310611000,2.95942055,-5.06767795,0.35056346,-0.77319718,-3.33789708,2937160000,11114790525.29385,,1.44456095,4.38554167,4.58944739,2.12966258,2.96814731,0.976917,1.72497298,7.97292986,3.75673279,1.09746088,Industrial Services
HCWB,HCW Biologics Inc.,35926700,1387.01621183,,6722090,42.74537745,,1996770,29.7046008,16.50683957,-12.98276778,-18677560,-224.31681218,15.14508139,-15.68409344,-0.416,15.11168311,-15.84637567,-14900703,-221.66771049,-12.53049692,-9.30594543,-2.63676803,,6359704,65645308.33256544,-177.97593053,-87.43787977,-307.36333492,5.52486188,6.272179,7.64528472,-0.13,-43.06061067,-50.0542427,-46.12960789,4.36306986,Health Technology
DDD,3D Systems Corporation,133568999.99999999,5.73921937,-12.60608896,538031000,6.19559217,-24.65141141,198753000,36.94080824,14.06154651,-2160.15206984,-83919000,-21.57831054,2.37050044,-136.80515814,-0.9647,1.78783862,-138.28791624,-123307000,-22.91819616,-6.61584573,-0.73473231,1.86703414,-0.45720152,525585000.00000006,573678040.0022272,37.22550273,-409.74247173,-16.90014144,6.39810427,5.82967566,6.77952682,-0.05232,-8.33325039,-16.24460915,-9.69586464,4.08524462,Technology Services
STKS,"The ONE Group Hospitality, Inc.",31622200,1.01385726,14.2363391,316638000,-10.06203662,0.10847383,54450000,17.19629356,-22.45207408,-5.31458291,34361000,8.01198845,-77.97468354,-56.92108668,0.3996,-78.20414428,-56.82659181,13534000,4.27428167,38.39014946,0.25912928,1.52212541,39.13784265,189688000,139137828.2608696,-5.69680749,-137.83783784,-2.33010567,7.44186047,5.36880309,7.07425286,0.04,3.32955927,12.5576012,3.8936838,1.29140074,Consumer Services
